"Type","Timestamp","Player ID","Colour","Role"
"Connect","06/03/2019 21:18:59","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Connect","06/03/2019 21:19:04","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:05","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:06","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:08","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:08","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:09","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:09","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:11","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:11","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:12","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:12","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:14","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:14","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:15","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:15","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:17","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:17","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:17","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:18","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:20","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:20","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:20","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"PickupPiece","06/03/2019 21:19:20","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:22","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"DestroyPiece","06/03/2019 21:19:23","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:23","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:23","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:25","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:25","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:26","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:26","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:28","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:28","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:28","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"PickupPiece","06/03/2019 21:19:29","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"TestPiece","06/03/2019 21:19:31","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:31","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:31","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:31","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:33","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:33","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:34","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:34","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:36","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:36","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:37","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:37","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:39","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:39","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:39","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Move","06/03/2019 21:19:40","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Discover","06/03/2019 21:19:42","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
"Discover","06/03/2019 21:19:42","4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a","blue","leader"
"Move","06/03/2019 21:19:43","7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25","blue","member"
